Ticker,Name,Exchange,Category,Country
GEDIZ.IS,Gimsan Gediz Iplik ve Mensucat Sanayii AS,IST,,Turkey
GEDZA.IS,Gediz Ambalaj Sanayi Ve Ticaret A.S.,IST,,Turkey
GENTS.IS,Gentas Genel Metal Sanayi ve Ticaret A.S.,IST,,Turkey
GENYH.IS,Gen Yatirim Holding Anonim Sirketi,IST,,Turkey
GEREL.IS,Gersan Elektrik Ticaret ve Sanayi Anonim Sirketi,IST,,Turkey
GLBMD.IS,Global Menkul Degerler Anonim Sirketi,IST,,Turkey
GLRYH.IS,Guler Yatirim Holding Anonim Sirketi,IST,,Turkey
GLYHO.IS,Global Yatirim Holding Anonim Sirketi,IST,,Turkey
GOLTS.IS,Goltas Goller Bolgesi Cimento Sanayi Ticaret A.S.,IST,,Turkey
GOODY.IS,Goodyear Lastikleri Turk A.S.,IST,,Turkey
GOZDE.IS,Gozde Girisim Sermayesi Yatirim Ortakligi A.S.,IST,,Turkey
GRNYO.IS,Garanti Yatirim Ortakligi A.S.,IST,,Turkey
GSDDE.IS,GSD Denizcilik Gayrimenkul Insaat Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
GSDHO.IS,GSD Holding A.S.,IST,,Turkey
GSRAY.IS,Galatasaray Sportif Sinai ve Ticari Yatirimlar A.S.,IST,,Turkey
GUBRF.IS,Gubre Fabrikalari T.A.S.,IST,,Turkey
GUSGR.IS,Gunes Sigorta Anonim Sirketi,IST,,Turkey
GYHOL.IS,Gedik Yatirim Holding AS,IST,,Turkey
HALKB.IS,Turkiye Halk Bankasi Anonim Sirketi,IST,,Turkey
HATEK.IS,Hateks Hatay Tekstil Isletmeleri A.S.,IST,,Turkey
HDFGS.IS,Hedef Girisim Sermayesi Yatirim Ortakligi A.S.,IST,,Turkey
HEKTS.IS,Hektas Ticaret T.A.S.,IST,,Turkey
HLGYO.IS,Halk Gayrimenkul Yatirim Ortakligi A.S,IST,,Turkey
HURGZ.IS,Hurriyet Gazetecilik ve Matbaacilik A.S.,IST,,Turkey
ICBCT.IS,ICBC Turkey Bank A.S.,IST,,Turkey
IDGYO.IS,Idealist Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
IEYHO.IS,Isiklar Enerji ve Yapi Holding Anonim Sirketi,IST,,Turkey
IHEVA.IS,Ihlas Ev Aletleri Imalat Sanayi ve Ticaret A.S.,IST,,Turkey
IHGZT.IS,Ihlas Gazetecilik A.S.,IST,,Turkey
IHLAS.IS,Ihlas Holding A.S.,IST,,Turkey
IHYAY.IS,Ihlas Yayin Holding A.S.,IST,,Turkey
INDES.IS,Indeks Bilgisayar Sistemleri Muhendislik Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
INFO.IS,Info Yatirim A.S.,IST,,Turkey
INTEM.IS,Intema Insaat ve Tesisat Malzemeleri Yatirim ve Pazarlama A.S,IST,,Turkey
IPEKE.IS,Ipek Dogal Enerji Kaynaklari Arastirma ve Uretim A.S.,IST,,Turkey
ISATR.IS,Turkiye Is Bankasi Anonim Sirketi,IST,,Turkey
ISBIR.IS,Isbir Holding A.S.,IST,,Turkey
ISBTR.IS,Turkiye Is Bankasi Anonim Sirketi,IST,,Turkey
ISCTR.IS,Turkiye Is Bankasi Anonim Sirketi,IST,,Turkey
ISDMR.IS,Iskenderun Demir ve celik A.S.,IST,,Turkey
ISFIN.IS,Is Finansal Kiralama Anonim Sirketi,IST,,Turkey
ISGYO.IS,Is Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
ISKUR.IS,Turkiye Is Bankasi Anonim Sirketi,IST,,Turkey
ISMEN.IS,Is Yatirim Menkul Degerler Anonim Sirketi,IST,,Turkey
ISYAT.IS,Is Yatirim Ortakligi A.S.,IST,,Turkey
ITTFH.IS,Ittifak Holding A.S.,IST,,Turkey
IZFAS.IS,Izmir Firca Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
IZMDC.IS,Izmir Demir celik Sanayi Anonim Sirketi,IST,,Turkey
IZOCM.IS,Izocam Ticaret ve Sanayi Anonim Sirketi,IST,,Turkey
IZTAR.IS,Iz Hayvancilik Tarim ve Gida Sanayi ve Ticaret A.S.,IST,,Turkey
JANTS.IS,Jantsa Jant Sanayi ve Tic. A.S.,IST,,Turkey
KAPLM.IS,Kaplamin Ambalaj Sanayi ve Ticaret A.S.,IST,,Turkey
KAREL.IS,Karel Elektronik Sanayi Ve Ticaret A.S.,IST,,Turkey
KARSN.IS,Karsan Otomotiv Sanayii ve Ticaret A.S.,IST,,Turkey
KARTN.IS,Kartonsan Karton Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
KATMR.IS,Katmerciler Aracustu Ekipman Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
KCHOL.IS,Koc Holding Anonim Sirketi,IST,,Turkey
KENT.IS,Kent Gida Maddeleri Sanayii ve Ticaret AS,IST,,Turkey
KERVN.IS,Kervansaray Yatirim Holding A.S.,IST,,Turkey
KERVT.IS,Kerevitas Gida Sanayi ve Ticaret A.S.,IST,,Turkey
KIPA.IS,Tesco Kipa Kitle Pazarlama Ticaret Lojistik ve Gida Sanayi A.S.,IST,,Turkey
KLGYO.IS,Kiler Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
KLMSN.IS,Klimasan Klima Sanayi ve Ticaret A.S.,IST,,Turkey
KLNMA.IS,Turkiye Kalkinma Bankasi A.S.,IST,,Turkey
KNFRT.IS,Konfrut Gida Sanayi ve Ticaret A.S.,IST,,Turkey
KONYA.IS,Konya cimento Sanayii Anonim Sirketi,IST,,Turkey
KORDS.IS,Kordsa Global Endustriyel Iplik ve Kord Bezi Sanayi ve Ticaret A.S.,IST,,Turkey
KOZAA.IS,Koza Anadolu Metal Madencilik Isletmeleri A.S.,IST,,Turkey
KOZAL.IS,Koza Altin Isletmeleri A.S.,IST,,Turkey
KPHOL.IS,Kapital Yatirim Holding AS,IST,,Turkey
KRDMA.IS,Kardemir Karabuk Demir celik Sanayi Ve Ticaret A.S.,IST,,Turkey
KRDMB.IS,Kardemir KarabUk Demir celik Sanayi Ve Ticaret A.S.,IST,,Turkey
KRDMD.IS,Kardemir Karabuk Demir celik Sanayi Ve Ticaret A.S.,IST,,Turkey
KRGYO.IS,Korfez Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
KRONT.IS,Kron Telekomunikasyon Hizmetleri A.S.,IST,,Turkey
KRSAN.IS,Karsusan Karadeniz Su Urunleri Sanayii A.S.,IST,,Turkey
KRSTL.IS,Kristal Kola ve Mesrubat Sanayi Ticaret A.S.,IST,,Turkey
KRTEK.IS,Karsu Tekstil Sanayii ve Ticaret A.S.,IST,,Turkey
KSTUR.IS,Kustur Kusadasi Turizm Endustrisi A.S.,IST,,Turkey
KUTPO.IS,Kutahya Porselen Sanayi Anonim Sirketi,IST,,Turkey
KUYAS.IS,Kuyumcukent Gayrimenkul Yatirimlari A.S.,IST,,Turkey
LIDFA.IS,Lider Faktoring A.S.,IST,,Turkey
LINK.IS,Link Bilgisayar Sistemleri Yazilimi ve Donanimi Sanayi ve Ticaret A.S.,IST,,Turkey
"LKMNH.IS,""Lokman Hekim Engurusag Saglik, Turizm, Egitim Hizmetleri ve Insaat Taahhut A.S."",IST,,Turkey"
LOGO.IS,Logo Yazilim Sanayi ve Ticaret A.S.,IST,,Turkey
LUKSK.IS,Luks Kadife Ticaret ve Sanayi A.S.,IST,,Turkey
MAALT.IS,Marmaris Altinyunus Turistik Tesisler Anonim Sirketi,IST,,Turkey
MAKTK.IS,Makina Takim Endustrisi A.S.,IST,,Turkey
MARTI.IS,Marti Otel Isletmeleri A.S.,IST,,Turkey
MEGAP.IS,Mega Polietilen Kopuk Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
MEMSA.IS,Mensa Sinai Ticari ve Mali Yatirimlar A.S.,IST,,Turkey
MEPET.IS,Mepet Metro Petrol ve Tesisleri Sanayi Ticaret A.S.,IST,,Turkey
MERIT.IS,Merit Turizm Yatirim ve Isletme Anonim Sirketi,IST,,Turkey
MERKO.IS,Merko Gida Sanayi ve Ticaret A.S.,IST,,Turkey
METAL.IS,Metal Gayrimenkul Anonim Sirketi,IST,,Turkey
METRO.IS,Metro Ticari ve Mali Yatirimlar Holding A.S.,IST,,Turkey
METUR.IS,Metemtur Otelcilik ve Turizm Isletmeleri A.S.,IST,,Turkey
MGROS.IS,Migros Ticaret A.S.,IST,,Turkey
MIPAZ.IS,Milpa Ticari ve Sinai Urunler Pazarlama Sanayi ve Ticaret A.S.,IST,,Turkey
MMCAS.IS,MMC Sanayi Ve Ticari Yatirimlar A.S.,IST,,Turkey
MNDRS.IS,Menderes Tekstil Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
MRDIN.IS,Mardin cimento Sanayii ve Ticaret Anonim Sirketi,IST,,Turkey
MRGYO.IS,Marti Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
MRSHL.IS,Marshall Boya Ve Vernik Sanayii A.S.,IST,,Turkey
MZHLD.IS,Mazhar Zorlu Holding A.S.,IST,,Turkey
NETAS.IS,Netas Telekomunikasyon A.S.,IST,,Turkey
NIBAS.IS,Nigbas Nigde Beton Sanayi Ve Ticaret A.S.,IST,,Turkey
NTHOL.IS,Net Holding A.S,IST,,Turkey
NUGYO.IS,Nurol Gayrimenkul Yatirim Ortakligi AS,IST,,Turkey
NUHCM.IS,Nuh cimento Sanayi A.S.,IST,,Turkey
ODAS.IS,Odas Elektrik Uretim Sanayi Ticaret A.S.,IST,,Turkey
OLMIP.IS,Olmuksan International Paper Ambalaj Sanayi ve Ticaret A.S.,IST,,Turkey
ORGE.IS,Orge Enerji Elektrik Taahhut Anonim Sirketi,IST,,Turkey
ORMA.IS,Orma Orman Mahsulleri Integre Sanayi Ve Ticaret A.S.,IST,,Turkey
OSMEN.IS,Osmanli Menkul Degerler A.S.,IST,,Turkey
OSTIM.IS,Ostim Endustriyel Yatirimlar ve Isletme A.S.,IST,,Turkey
OTKAR.IS,Otokar Otomotiv ve Savunma Sanayi A.S.,IST,,Turkey
OYAYO.IS,Oyak Yatirim Ortakligi AS,IST,,Turkey
OYLUM.IS,Oylum Sinai Yatirimlar Anonim Sirketi,IST,,Turkey
OZBAL.IS,Ozbal Celik Boru Sanayi Ticaret Ve Taahhut Anonim Sirketi,IST,,Turkey
OZGYO.IS,Ozderici Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
OZKGY.IS,Ozak Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
OZRDN.IS,Özerden Plastik Sanayi ve Ticaret A.S.,IST,,Turkey
PAGYO.IS,Panora Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
PARSN.IS,Parsan Makina Parcalari Sanayii A.S.,IST,,Turkey
PEGYO.IS,PERA Gayrimenkul Yatirim Ortakligi AS,IST,,Turkey
PENGD.IS,Penguen Gida Sanayi A.S.,IST,,Turkey
PETKM.IS,Petkim Petrokimya Holding Anonim Sirketi,IST,,Turkey
PETUN.IS,Pinar Entegre Et ve Un Sanayii A.S.,IST,,Turkey
PGSUS.IS,Pegasus Hava Tasimaciligi Anonim Sirketi,IST,,Turkey
PINSU.IS,Pinar Su Sanayi ve Ticaret A.S.,IST,,Turkey
PKART.IS,Plastikkart Akilli Kart Iletisim Sistemleri Sanayi ve Ticaret A.S.,IST,,Turkey
PKENT.IS,Petrokent Turizm A.S.,IST,,Turkey
PNSUT.IS,Pinar Sut Mamulleri Sanayii A.S.,IST,,Turkey
POLHO.IS,Polisan Holding A.S.,IST,,Turkey
POLTK.IS,Politeknik Metal Sanayi ve Ticaret A.S.,IST,,Turkey
PRKAB.IS,Turk Prysmian Kablo ve Sistemleri Anonim Sirketi,IST,,Turkey
PRKME.IS,Park Elektrik Uretim Madencilik Sanayi ve Ticaret A.S.,IST,,Turkey
PRZMA.IS,Prizma Pres Matbaacilik Yayincilik Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
PSDTC.IS,Pergamon-Status Dis Ticaret A.S.,IST,,Turkey
RAYSG.IS,Ray Sigorta Anonim Sirketi,IST,,Turkey
RHEAG.IS,Rhea Venture Capital Investment Trust Inc.,IST,,Turkey
RODRG.IS,Rodrigo Tekstil Sanayi ve Ticaret A.S.,IST,,Turkey
ROYAL.IS,Royal Hali Iplik Tekstil Mobilya Sanayi Ve Ticaret Anonim Sirketi,IST,,Turkey
RTALB.IS,RTA Laboratuvarlari Biyolojik Urunler Ilac ve Makine Sanayi Ticaret A.S.,IST,,Turkey
RYGYO.IS,Reysas Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
RYSAS.IS,Reysas Tasimacilik ve Lojistik Ticaret A.S.,IST,,Turkey
SAHOL.IS,Haci Ömer Sabanci Holding A.S.,IST,,Turkey
SAMAT.IS,Saray Matbaacilik Kagitcilik kirtasiyecilik Ticaret Ve Sanayi A.S.,IST,,Turkey
SANEL.IS,San-El Muhendislik Elektrik Taahhut Sanayi ve Ticaret A.S.,IST,,Turkey
SANFM.IS,Sanifoam Sunger Sanayi ve Ticaret A.S.,IST,,Turkey
SANKO.IS,Sanko Pazarlama Ithalat Ihracat Anonim Sirketi,IST,,Turkey
SARKY.IS,Sarkuysan Elektrolitik Bakir Sanayi ve Ticaret A.S.,IST,,Turkey
SASA.IS,Sasa Polyester Sanayi Anonim Sirketi,IST,,Turkey
SAYAS.IS,Say Reklamcilik Yapi Dekorasyon Proje Taahhut Sanayi ve Ticaret A.S.,IST,,Turkey
SEKFK.IS,Seker Finansal Kiralama A.s.,IST,,Turkey
SEKUR.IS,Sekuro Plastik Ambalaj Sanayi A.S.,IST,,Turkey
SELEC.IS,Selcuk Ecza Deposu Ticaret ve Sanayi A.S.,IST,,Turkey
SELGD.IS,Selcuk Gida Endustri Ihracat Ithalat A.S.,IST,,Turkey
SERVE.IS,Serve Kirtasiye Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
SEYKM.IS,Seyitler Kimya Sanayi A.S.,IST,,Turkey
SILVR.IS,Silverline Endustri ve Ticaret A.S.,IST,,Turkey
SISE.IS,Turkiye Sise Ve Cam Fabrikalari A.S.,IST,,Turkey
SKBNK.IS,Sekerbank T.A.S.,IST,,Turkey
SKTAS.IS,Soktas Tekstil Sanayi Ve Ticaret A.S.,IST,,Turkey
SNGYO.IS,Sinpas Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
SNKRN.IS,Senkron Guvenlik ve Iletisim Sistemleri A.S.,IST,,Turkey
SNPAM.IS,Sonmez Pamuklu Sanayii Anonim Sirketi,IST,,Turkey
SODA.IS,Soda Sanayii A.S.,IST,,Turkey
SODSN.IS,Sodas Sodyum Sanayii Anonim Sirketi,IST,,Turkey
